"TOA5","exp","CR1000","63522","CR1000.Std.32.03","CPU:Exp_03.CR1","41229","Exp03"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","Rs","TP","Vs","termopar"
"TS","RN","","","","","",""
"","","Min","Smp","Smp","Smp","Smp","Smp"
"2025-06-04 09:49:32",4961,12.86,23.47,103.6,9.23,20.74,8.79
"2025-06-04 09:49:33",4962,12.86,23.44,103.6,9.23,20.74,8.91
"2025-06-04 09:49:34",4963,12.86,23.44,103.6,9.23,20.74,8.79
"2025-06-04 09:49:35",4964,12.86,23.44,103.6,9.23,20.74,8.88
"2025-06-04 09:49:36",4965,12.86,23.44,103.6,9.23,20.74,8.88
"2025-06-04 09:49:37",4966,12.86,23.47,103.6,9.23,20.74,8.88
"2025-06-04 09:49:38",4967,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:49:39",4968,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:49:40",4969,12.86,23.44,103.5,9.14,20.74,8.82
"2025-06-04 09:49:41",4970,12.86,23.47,103.6,9.23,20.74,8.88
"2025-06-04 09:49:42",4971,12.86,23.47,103.5,9.14,20.74,8.82
"2025-06-04 09:49:43",4972,12.86,23.47,103.6,9.23,20.74,8.82
"2025-06-04 09:49:44",4973,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:49:45",4974,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:49:46",4975,12.86,23.47,103.6,9.23,20.74,8.82
"2025-06-04 09:49:47",4976,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:49:48",4977,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:49:49",4978,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:49:50",4979,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:49:51",4980,12.86,23.44,103.5,9.14,20.74,8.91
"2025-06-04 09:49:52",4981,12.86,23.47,103.5,9.05,20.73,8.88
"2025-06-04 09:49:53",4982,12.86,23.47,103.5,9.14,20.74,8.82
"2025-06-04 09:49:54",4983,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:49:55",4984,12.86,23.47,103.5,9.14,20.74,8.82
"2025-06-04 09:49:56",4985,12.86,23.47,103.5,9.14,20.74,8.99
"2025-06-04 09:49:57",4986,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:49:58",4987,12.86,23.47,103.5,9.14,20.74,8.99
"2025-06-04 09:49:59",4988,12.86,23.47,103.5,9.14,20.74,8.99
"2025-06-04 09:50:00",4989,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:01",4990,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:02",4991,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:03",4992,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:04",4993,12.86,23.44,103.6,9.23,20.74,8.91
"2025-06-04 09:50:05",4994,12.86,23.47,103.5,9.14,20.74,8.88
"2025-06-04 09:50:06",4995,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:07",4996,12.86,23.44,103.6,9.23,20.74,8.91
"2025-06-04 09:50:08",4997,12.86,23.44,103.6,9.23,20.74,8.88
"2025-06-04 09:50:09",4998,12.86,23.47,103.5,9.14,20.74,8.88
"2025-06-04 09:50:10",4999,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:11",5000,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:12",5001,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:13",5002,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:14",5003,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:15",5004,12.86,23.44,103.5,9.14,20.74,8.91
"2025-06-04 09:50:16",5005,12.86,23.47,103.5,9.14,20.74,8.88
"2025-06-04 09:50:17",5006,12.86,23.47,103.5,9.14,20.74,8.99
"2025-06-04 09:50:18",5007,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:19",5008,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:20",5009,12.85,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:21",5010,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:22",5011,12.85,23.47,103.5,9.14,20.74,8.99
"2025-06-04 09:50:23",5012,12.86,23.44,103.5,9.14,20.74,8.91
"2025-06-04 09:50:24",5013,12.86,23.47,103.5,9.14,20.74,8.88
"2025-06-04 09:50:25",5014,12.86,23.47,103.5,9.06,20.73,8.91
"2025-06-04 09:50:26",5015,12.86,23.44,103.6,9.23,20.74,8.91
"2025-06-04 09:50:27",5016,12.86,23.44,103.5,9.14,20.74,8.88
"2025-06-04 09:50:28",5017,12.86,23.47,103.5,9.14,20.74,8.88
"2025-06-04 09:50:29",5018,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:30",5019,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:31",5020,12.86,23.47,103.5,9.14,20.74,8.99
"2025-06-04 09:50:32",5021,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:33",5022,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:34",5023,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:35",5024,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:36",5025,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:37",5026,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:38",5027,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:39",5028,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:40",5029,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:41",5030,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:42",5031,12.86,23.47,103.5,9.14,20.74,8.99
"2025-06-04 09:50:43",5032,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:44",5033,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:45",5034,12.86,23.47,103.6,9.23,20.74,8.99
"2025-06-04 09:50:46",5035,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:47",5036,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:48",5037,12.86,23.47,103.5,9.06,20.73,8.91
"2025-06-04 09:50:49",5038,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:50",5039,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:51",5040,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:52",5041,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:53",5042,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:50:54",5043,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:55",5044,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:56",5045,12.86,23.47,103.6,9.23,20.74,8.99
"2025-06-04 09:50:57",5046,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:58",5047,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:50:59",5048,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:51:00",5049,12.86,23.47,103.5,9.14,20.74,8.91
"2025-06-04 09:51:01",5050,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:51:02",5051,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:51:03",5052,12.86,23.47,103.6,9.23,20.74,8.91
"2025-06-04 09:51:04",5053,12.86,23.47,103.6,9.32,20.75,8.82
"2025-06-04 09:51:05",5054,12.86,23.47,103.5,9.14,20.74,8.82
"2025-06-04 09:51:06",5055,12.85,23.47,103.5,9.15,20.74,8.82
"2025-06-04 09:51:07",5056,12.86,23.47,103.5,9.15,20.74,8.82
"2025-06-04 09:51:08",5057,12.85,23.47,103.5,9.15,20.74,8.82
"2025-06-04 09:51:09",5058,12.86,23.47,103.5,9.15,20.74,8.82
"2025-06-04 09:51:10",5059,12.86,23.47,103.5,9.15,20.74,8.99
"2025-06-04 09:51:11",5060,12.86,23.47,103.5,9.15,20.74,9.08
"2025-06-04 09:51:12",5061,12.86,23.47,103.5,9.06,20.73,9.16
"2025-06-04 09:51:13",5062,12.86,23.47,103.5,9.15,20.74,9.16
"2025-06-04 09:51:14",5063,12.86,23.47,103.5,9.15,20.74,9.16
"2025-06-04 09:51:15",5064,12.86,23.47,103.5,9.15,20.74,9.16
"2025-06-04 09:51:16",5065,12.86,23.47,103.5,9.15,20.74,9.25
"2025-06-04 09:51:17",5066,12.86,23.47,103.6,9.23,20.74,9.16
"2025-06-04 09:51:18",5067,12.86,23.47,103.6,9.23,20.74,9.25
"2025-06-04 09:51:19",5068,12.86,23.47,103.6,9.23,20.74,9.25
"2025-06-04 09:51:20",5069,12.86,23.47,103.6,9.32,20.75,9.33
"2025-06-04 09:51:21",5070,12.86,23.47,103.6,9.32,20.75,9.33
"2025-06-04 09:51:22",5071,12.86,23.47,103.6,9.32,20.75,9.33
"2025-06-04 09:51:23",5072,12.86,23.47,103.6,9.32,20.75,9.33
"2025-06-04 09:51:24",5073,12.86,23.47,103.6,9.41,20.76,9.41
"2025-06-04 09:51:25",5074,12.86,23.47,103.6,9.32,20.75,9.33
"2025-06-04 09:51:26",5075,12.86,23.47,103.6,9.32,20.75,9.33
"2025-06-04 09:51:27",5076,12.86,23.47,103.6,9.41,20.76,9.33
"2025-06-04 09:51:28",5077,12.86,23.47,103.6,9.41,20.76,9.33
"2025-06-04 09:51:29",5078,12.86,23.47,103.7,9.5,20.76,9.33
"2025-06-04 09:51:30",5079,12.86,23.47,103.7,9.5,20.76,9.25
"2025-06-04 09:51:31",5080,12.86,23.47,103.6,9.41,20.76,9.25
"2025-06-04 09:51:32",5081,12.86,23.47,103.7,9.5,20.76,9.25
"2025-06-04 09:51:33",5082,12.86,23.47,103.7,9.5,20.76,9.33
"2025-06-04 09:51:34",5083,12.86,23.47,103.7,9.5,20.76,9.33
"2025-06-04 09:51:35",5084,12.86,23.47,103.7,9.5,20.76,9.33
"2025-06-04 09:51:36",5085,12.86,23.47,103.7,9.5,20.76,9.33
"2025-06-04 09:51:37",5086,12.86,23.47,103.7,9.5,20.76,9.25
"2025-06-04 09:51:38",5087,12.86,23.47,103.7,9.5,20.76,9.25
"2025-06-04 09:51:39",5088,12.86,23.47,103.7,9.5,20.76,9.33
"2025-06-04 09:51:40",5089,12.86,23.47,103.7,9.59,20.77,9.33
"2025-06-04 09:51:41",5090,12.86,23.47,103.7,9.59,20.77,9.33
"2025-06-04 09:51:42",5091,12.86,23.47,103.7,9.5,20.76,9.33
"2025-06-04 09:51:43",5092,12.86,23.47,103.7,9.5,20.76,9.33
"2025-06-04 09:51:44",5093,12.86,23.47,103.7,9.59,20.77,9.33
"2025-06-04 09:51:45",5094,12.86,23.47,103.7,9.5,20.76,9.33
"2025-06-04 09:51:46",5095,12.86,23.5,103.7,9.59,20.77,9.33
"2025-06-04 09:51:47",5096,12.86,23.5,103.7,9.59,20.77,9.36
"2025-06-04 09:51:48",5097,12.86,23.5,103.7,9.59,20.77,9.36
"2025-06-04 09:51:49",5098,12.86,23.5,103.7,9.59,20.77,9.36
"2025-06-04 09:51:50",5099,12.86,23.47,103.7,9.59,20.77,9.36
"2025-06-04 09:51:51",5100,12.86,23.5,103.7,9.59,20.77,9.33
"2025-06-04 09:51:52",5101,12.86,23.47,103.7,9.5,20.76,9.36
"2025-06-04 09:51:53",5102,12.86,23.5,103.7,9.68,20.78,9.33
"2025-06-04 09:51:54",5103,12.86,23.5,103.7,9.59,20.77,9.36
"2025-06-04 09:51:55",5104,12.86,23.5,103.7,9.59,20.77,9.61
"2025-06-04 09:51:56",5105,12.86,23.5,103.7,9.68,20.78,10.29
"2025-06-04 09:51:57",5106,12.86,23.5,103.8,9.94,20.8,13.14
"2025-06-04 09:51:58",5107,12.86,23.5,103.9,10.21,20.82,18.83
"2025-06-04 09:51:59",5108,12.86,23.5,104.2,10.83,20.87,12.47
"2025-06-04 09:52:00",5109,12.86,23.5,104.3,11.27,20.9,11.63
"2025-06-04 09:52:01",5110,12.86,23.5,104.4,11.54,20.92,11.55
"2025-06-04 09:52:02",5111,12.86,23.5,104.5,11.72,20.93,13.23
"2025-06-04 09:52:03",5112,12.86,23.47,104.5,11.81,20.94,14.07
"2025-06-04 09:52:04",5113,12.86,23.5,104.6,11.9,20.95,14.12
"2025-06-04 09:52:05",5114,12.86,23.5,104.6,12.07,20.96,15.24
"2025-06-04 09:52:06",5115,12.86,23.5,104.7,12.16,20.97,17.75
"2025-06-04 09:52:07",5116,12.86,23.5,104.8,12.43,20.99,18.5
"2025-06-04 09:52:08",5117,12.86,23.5,105,12.87,21.02,21.25
"2025-06-04 09:52:09",5118,12.86,23.5,105.2,13.4,21.06,20.17
"2025-06-04 09:52:10",5119,12.86,23.5,105.4,14.02,21.11,22.25
"2025-06-04 09:52:11",5120,12.86,23.5,105.6,14.47,21.14,22.5
"2025-06-04 09:52:12",5121,12.86,23.5,105.9,15.27,21.2,23.25
"2025-06-04 09:52:13",5122,12.86,23.5,106.1,15.8,21.24,23.75
"2025-06-04 09:52:14",5123,12.86,23.5,106.3,16.42,21.29,23.99
"2025-06-04 09:52:15",5124,12.86,23.5,106.5,16.95,21.33,23.33
"2025-06-04 09:52:16",5125,12.86,23.5,106.8,17.57,21.38,22.75
"2025-06-04 09:52:17",5126,12.86,23.5,107,18.11,21.42,23
"2025-06-04 09:52:18",5127,12.86,23.5,107.1,18.46,21.44,22.66
"2025-06-04 09:52:19",5128,12.86,23.5,107.2,18.73,21.46,22.5
"2025-06-04 09:52:20",5129,12.86,23.5,107.3,18.91,21.48,21.75
"2025-06-04 09:52:21",5130,12.86,23.5,107.3,19.08,21.49,21.42
"2025-06-04 09:52:22",5131,12.86,23.5,107.4,19.26,21.5,22.08
"2025-06-04 09:52:23",5132,12.86,23.5,107.5,19.44,21.52,23
"2025-06-04 09:52:24",5133,12.86,23.5,107.6,19.7,21.54,25.57
"2025-06-04 09:52:25",5134,12.86,23.5,107.7,20.06,21.56,26.4
"2025-06-04 09:52:26",5135,12.86,23.5,108,20.86,21.62,30.7
"2025-06-04 09:52:27",5136,12.86,23.5,108.4,21.75,21.69,30.04
"2025-06-04 09:52:28",5137,12.86,23.5,108.7,22.54,21.75,29.71
"2025-06-04 09:52:29",5138,12.86,23.5,109,23.25,21.81,29.46
"2025-06-04 09:52:30",5139,12.86,23.5,109.2,23.79,21.85,29.55
"2025-06-04 09:52:31",5140,12.86,23.5,109.3,24.23,21.88,29.71
"2025-06-04 09:52:32",5141,12.86,23.5,109.5,24.76,21.92,29.71
"2025-06-04 09:52:33",5142,12.85,23.5,109.7,25.12,21.95,29.88
"2025-06-04 09:52:34",5143,12.85,23.5,109.8,25.39,21.97,29.71
"2025-06-04 09:52:35",5144,12.86,23.5,109.9,25.83,22,29.71
"2025-06-04 09:52:36",5145,12.86,23.5,110,26.1,22.02,29.88
"2025-06-04 09:52:37",5146,12.86,23.5,110.2,26.45,22.05,29.88
"2025-06-04 09:52:38",5147,12.86,23.5,110.3,26.63,22.06,29.71
"2025-06-04 09:52:39",5148,12.86,23.5,110.4,26.9,22.08,29.79
"2025-06-04 09:52:40",5149,12.86,23.5,110.5,27.16,22.1,29.79
"2025-06-04 09:52:41",5150,12.86,23.5,110.5,27.34,22.12,29.88
"2025-06-04 09:52:42",5151,12.86,23.5,110.6,27.61,22.14,29.88
"2025-06-04 09:52:43",5152,12.86,23.5,110.7,27.78,22.15,29.71
"2025-06-04 09:52:44",5153,12.86,23.5,110.8,27.96,22.16,29.79
"2025-06-04 09:52:45",5154,12.86,23.5,110.8,28.14,22.18,29.71
"2025-06-04 09:52:46",5155,12.86,23.5,110.9,28.32,22.19,29.71
"2025-06-04 09:52:47",5156,12.86,23.5,111,28.49,22.2,29.71
"2025-06-04 09:52:48",5157,12.86,23.5,111,28.58,22.21,29.55
"2025-06-04 09:52:49",5158,12.86,23.52,111.1,28.76,22.22,29.71
"2025-06-04 09:52:50",5159,12.86,23.5,111.1,28.85,22.23,29.57
"2025-06-04 09:52:51",5160,12.86,23.52,111.1,28.94,22.24,29.63
"2025-06-04 09:52:52",5161,12.86,23.5,111.1,28.94,22.24,29.41
"2025-06-04 09:52:53",5162,12.86,23.5,111.2,29.12,22.25,28.22
"2025-06-04 09:52:54",5163,12.86,23.52,111.2,29.12,22.25,27.56
"2025-06-04 09:52:55",5164,12.86,23.52,111.2,29.12,22.25,27.09
"2025-06-04 09:52:56",5165,12.86,23.52,111.2,29.12,22.25,27.92
"2025-06-04 09:52:57",5166,12.86,23.52,111.2,29.03,22.24,27.59
"2025-06-04 09:52:58",5167,12.86,23.52,111.1,28.94,22.24,27.26
"2025-06-04 09:52:59",5168,12.86,23.52,111.1,28.85,22.23,27.17
"2025-06-04 09:53:00",5169,12.86,23.52,111.1,28.76,22.22,27.09
"2025-06-04 09:53:01",5170,12.86,23.52,111,28.67,22.22,27.09
"2025-06-04 09:53:02",5171,12.86,23.52,111,28.58,22.21,26.92
"2025-06-04 09:53:03",5172,12.86,23.52,111,28.58,22.21,26.51
"2025-06-04 09:53:04",5173,12.86,23.52,111,28.58,22.21,26.43
"2025-06-04 09:53:05",5174,12.86,23.52,111,28.49,22.2,26.59
"2025-06-04 09:53:06",5175,12.86,23.52,110.9,28.32,22.19,26.76
"2025-06-04 09:53:07",5176,12.86,23.52,110.9,28.4,22.2,26.76
"2025-06-04 09:53:08",5177,12.86,23.52,110.9,28.23,22.18,26.84
"2025-06-04 09:53:09",5178,12.86,23.52,110.9,28.23,22.18,26.92
"2025-06-04 09:53:10",5179,12.86,23.52,110.9,28.23,22.18,26.76
"2025-06-04 09:53:11",5180,12.86,23.52,110.8,28.14,22.18,26.59
"2025-06-04 09:53:12",5181,12.86,23.52,110.8,28.14,22.18,26.43
"2025-06-04 09:53:13",5182,12.86,23.52,110.8,28.05,22.17,26.43
"2025-06-04 09:53:14",5183,12.86,23.52,110.8,28.05,22.17,26.43
"2025-06-04 09:53:15",5184,12.86,23.52,110.8,28.05,22.17,26.34
"2025-06-04 09:53:16",5185,12.86,23.52,110.8,27.96,22.16,26.34
"2025-06-04 09:53:17",5186,12.86,23.52,110.8,27.96,22.16,26.34
"2025-06-04 09:53:18",5187,12.86,23.52,110.7,27.87,22.16,26.34
"2025-06-04 09:53:19",5188,12.85,23.52,110.7,27.78,22.15,26.26
"2025-06-04 09:53:20",5189,12.86,23.52,110.7,27.78,22.15,26.34
"2025-06-04 09:53:21",5190,12.86,23.52,110.7,27.78,22.15,26.26
"2025-06-04 09:53:22",5191,12.86,23.52,110.7,27.69,22.14,26.26
"2025-06-04 09:53:23",5192,12.86,23.52,110.7,27.69,22.14,26.26
"2025-06-04 09:53:24",5193,12.86,23.52,110.7,27.69,22.14,26.26
"2025-06-04 09:53:25",5194,12.86,23.52,110.6,27.6,22.14,26.26
"2025-06-04 09:53:26",5195,12.86,23.52,110.6,27.6,22.14,25.27
"2025-06-04 09:53:27",5196,12.86,23.52,110.6,27.52,22.13,24.77
"2025-06-04 09:53:28",5197,12.86,23.52,110.6,27.43,22.12,24.02
"2025-06-04 09:53:29",5198,12.86,23.52,110.4,27.07,22.1,23.69
"2025-06-04 09:53:30",5199,12.86,23.52,110.3,26.81,22.08,23.69
"2025-06-04 09:53:31",5200,12.86,23.52,110.2,26.54,22.06,23.36
"2025-06-04 09:53:32",5201,12.86,23.52,110.1,26.36,22.04,23.02
"2025-06-04 09:53:33",5202,12.86,23.52,110,26.01,22.01,23.36
"2025-06-04 09:53:34",5203,12.86,23.52,110,25.92,22.01,23.61
"2025-06-04 09:53:35",5204,12.86,23.52,109.9,25.65,21.99,24.02
"2025-06-04 09:53:36",5205,12.86,23.52,109.9,25.74,21.99,24.19
"2025-06-04 09:53:37",5206,12.86,23.52,109.9,25.65,21.99,23.94
"2025-06-04 09:53:38",5207,12.86,23.52,109.9,25.65,21.99,24.02
"2025-06-04 09:53:39",5208,12.86,23.52,109.8,25.56,21.98,23.86
"2025-06-04 09:53:40",5209,12.86,23.52,109.8,25.47,21.97,24.1
"2025-06-04 09:53:41",5210,12.86,23.52,109.8,25.47,21.97,24.02
"2025-06-04 09:53:42",5211,12.86,23.52,109.8,25.47,21.97,23.94
"2025-06-04 09:53:43",5212,12.86,23.52,109.8,25.38,21.97,24.19
"2025-06-04 09:53:44",5213,12.86,23.52,109.8,25.38,21.97,23.94
"2025-06-04 09:53:45",5214,12.86,23.52,109.7,25.3,21.96,24.1
"2025-06-04 09:53:46",5215,12.86,23.52,109.7,25.21,21.95,24.27
"2025-06-04 09:53:47",5216,12.86,23.52,109.7,25.3,21.96,24.1
"2025-06-04 09:53:48",5217,12.86,23.52,109.7,25.3,21.96,23.69
"2025-06-04 09:53:49",5218,12.86,23.52,109.6,25.03,21.94,22.44
"2025-06-04 09:53:50",5219,12.86,23.52,109.6,25.03,21.94,22.44
"2025-06-04 09:53:51",5220,12.86,23.52,109.5,24.67,21.91,21.94
"2025-06-04 09:53:52",5221,12.86,23.52,109.5,24.59,21.91,21.94
"2025-06-04 09:53:53",5222,12.86,23.52,109.4,24.32,21.89,21.61
"2025-06-04 09:53:54",5223,12.86,23.52,109.3,24.14,21.87,21.94
"2025-06-04 09:53:55",5224,12.86,23.52,109.3,24.05,21.87,21.94
"2025-06-04 09:53:56",5225,12.86,23.55,109.2,23.87,21.85,21.94
"2025-06-04 09:53:57",5226,12.86,23.52,109.1,23.7,21.84,22.14
"2025-06-04 09:53:58",5227,12.86,23.55,109.1,23.7,21.84,22.11
"2025-06-04 09:53:59",5228,12.86,23.55,109.1,23.52,21.83,22.14
"2025-06-04 09:54:00",5229,12.86,23.55,109.1,23.52,21.83,22.14
"2025-06-04 09:54:01",5230,12.86,23.55,109,23.43,21.82,21.89
"2025-06-04 09:54:02",5231,12.86,23.55,109,23.43,21.82,22.14
"2025-06-04 09:54:03",5232,12.86,23.55,109,23.34,21.81,22.14
"2025-06-04 09:54:04",5233,12.86,23.55,109,23.25,21.81,22.14
"2025-06-04 09:54:05",5234,12.86,23.55,108.9,23.16,21.8,22.14
"2025-06-04 09:54:06",5235,12.86,23.55,108.9,23.16,21.8,22.14
"2025-06-04 09:54:07",5236,12.86,23.55,108.9,23.07,21.79,22.14
"2025-06-04 09:54:08",5237,12.86,23.55,108.9,23.07,21.79,22.14
"2025-06-04 09:54:09",5238,12.86,23.55,108.9,23.07,21.79,22.14
"2025-06-04 09:54:10",5239,12.86,23.55,108.9,23.16,21.8,22.14
"2025-06-04 09:54:11",5240,12.86,23.55,108.9,23.16,21.8,22.14
"2025-06-04 09:54:12",5241,12.86,23.55,108.8,22.98,21.79,22.14
"2025-06-04 09:54:13",5242,12.86,23.55,108.9,23.07,21.79,22.14
"2025-06-04 09:54:14",5243,12.86,23.55,108.8,22.98,21.79,22.06
"2025-06-04 09:54:15",5244,12.86,23.55,108.8,22.9,21.78,21.97
"2025-06-04 09:54:16",5245,12.86,23.55,108.8,22.98,21.79,21.97
"2025-06-04 09:54:17",5246,12.86,23.55,108.8,22.98,21.79,21.97
"2025-06-04 09:54:18",5247,12.86,23.55,108.8,22.9,21.78,22.06
"2025-06-04 09:54:19",5248,12.86,23.55,108.8,22.9,21.78,20.97
"2025-06-04 09:54:20",5249,12.86,23.55,108.8,22.81,21.77,20.89
"2025-06-04 09:54:21",5250,12.86,23.55,108.7,22.63,21.76,20.81
"2025-06-04 09:54:22",5251,12.86,23.55,108.7,22.54,21.75,20.81
"2025-06-04 09:54:23",5252,12.86,23.55,108.6,22.45,21.75,20.89
"2025-06-04 09:54:24",5253,12.86,23.55,108.6,22.36,21.74,20.81
"2025-06-04 09:54:25",5254,12.86,23.55,108.6,22.27,21.73,20.97
"2025-06-04 09:54:26",5255,12.86,23.55,108.5,22.19,21.73,20.97
"2025-06-04 09:54:27",5256,12.86,23.55,108.5,22.1,21.72,20.97
"2025-06-04 09:54:28",5257,12.86,23.55,108.5,22.1,21.72,20.97
"2025-06-04 09:54:29",5258,12.86,23.55,108.5,22.01,21.71,20.97
"2025-06-04 09:54:30",5259,12.86,23.55,108.5,22.01,21.71,20.97
"2025-06-04 09:54:31",5260,12.86,23.55,108.4,21.92,21.71,20.97
"2025-06-04 09:54:32",5261,12.86,23.55,108.4,21.92,21.71,20.97
"2025-06-04 09:54:33",5262,12.86,23.55,108.4,21.92,21.71,21.14
"2025-06-04 09:54:34",5263,12.86,23.55,108.4,21.92,21.71,21.14
"2025-06-04 09:54:35",5264,12.86,23.55,108.4,21.92,21.71,21.14
"2025-06-04 09:54:36",5265,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:54:37",5266,12.86,23.55,108.4,21.92,21.71,21.14
"2025-06-04 09:54:38",5267,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:54:39",5268,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:54:40",5269,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:54:41",5270,12.86,23.55,108.4,21.83,21.7,21.31
"2025-06-04 09:54:42",5271,12.86,23.55,108.4,21.74,21.69,21.31
"2025-06-04 09:54:43",5272,12.86,23.55,108.4,21.83,21.7,21.31
"2025-06-04 09:54:44",5273,12.86,23.55,108.4,21.83,21.7,21.31
"2025-06-04 09:54:45",5274,12.86,23.55,108.4,21.83,21.7,21.31
"2025-06-04 09:54:46",5275,12.86,23.55,108.4,21.74,21.69,21.31
"2025-06-04 09:54:47",5276,12.86,23.55,108.4,21.83,21.7,21.22
"2025-06-04 09:54:48",5277,12.86,23.55,108.4,21.74,21.69,21.22
"2025-06-04 09:54:49",5278,12.86,23.55,108.4,21.83,21.7,21.22
"2025-06-04 09:54:50",5279,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:54:51",5280,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:54:52",5281,12.86,23.55,108.4,21.74,21.69,21.22
"2025-06-04 09:54:53",5282,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:54:54",5283,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:54:55",5284,12.86,23.55,108.4,21.74,21.69,21.14
"2025-06-04 09:54:56",5285,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:54:57",5286,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:54:58",5287,12.86,23.55,108.4,21.74,21.69,21.14
"2025-06-04 09:54:59",5288,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:55:00",5289,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:55:01",5290,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:55:02",5291,12.86,23.55,108.4,21.83,21.7,21.14
"2025-06-04 09:55:03",5292,12.86,23.55,108.4,21.74,21.69,21.14
"2025-06-04 09:55:04",5293,12.86,23.55,108.4,21.74,21.69,21.06
"2025-06-04 09:55:05",5294,12.86,23.55,108.4,21.74,21.69,21.14
"2025-06-04 09:55:06",5295,12.86,23.55,108.3,21.65,21.69,21.06
"2025-06-04 09:55:07",5296,12.86,23.55,108.4,21.74,21.69,21.14
"2025-06-04 09:55:08",5297,12.85,23.55,108.4,21.74,21.69,21.14
"2025-06-04 09:55:09",5298,12.86,23.55,108.4,21.74,21.69,21.14
"2025-06-04 09:55:10",5299,12.86,23.55,108.4,21.74,21.69,21.14
